"ItemID","Path","FieldId","Key","Phrase","TranslatedPhrase"
"{C7FA7F43-8AB1-46A8-8CF5-620030B5947F}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/User Management/Reports/Users","__Short description","Users","Review general details about users.","Gennemse generelle detaljer om brugerne."
"{FB9F165C-7AA8-4833-B5AD-D14598E71BC9}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/User Management/Toolbox/Logged in Session Manager","__Short description","Logged in Session Manager","View and kick user concurrent user sessions.","Vis og luk aktuelle brugersessioner."
"{0ACBFEA0-C6B1-4263-993F-5BCB231A1FFF}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Configuration Audit","__Short description","Configuration Audit","Review general details about the Sitecore solution.","Gennemse generelle detaljer om Sitecore løsningen."
"{66D85BC1-4DC1-4172-94C0-FD6CD5D8E47A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit","__Short description","Content Audit","Review details about content and media items.","Gennemse detaljer om indholds og medieelementer."
"{F2E422C9-726E-4A6D-B992-71945BBE2F0A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit","__Short description","Media Audit","Review details about media items. Useful for finding wasted space.","Gennemse detaljer om medieelementer. Brugbar til at finde spildt plads."
"{A608590E-6B4D-4BD0-BEBE-9753037072CC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit","__Short description","Solution Audit","Areas of improvement based on Sitecore recommendations.","Forbedringspotentialer baseret på Sitecores anbefalinger."
"{A608590E-6B4D-4BD0-BEBE-9753037072CC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit","__Long description","Solution Audit","Sitecore has provided a set of best practices. Use these reports to help guide you into a rock-solid solution.","Sitecore har leveret en række anbefalinger. Brug disse rapporter til at guide dig med at skabe en klippestabil løsning."
"{B9FEACC8-A2C9-4C24-BE19-01D0B0A5C649}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Samples/Getting Started/User Interaction/Show YesNoCancel confirmation request","__Display name","Show YesNoCancel confirmation request","Show Yes/No/Cancel confirmation request","Vis Ja,Nej,Fortryd bekræftelse"
"{44C09E51-9D3E-42FF-9690-682A97DDF94C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Data Management/Toolbox/Data Management","__Short description","Data Management","Import content or generate data in bulk.","Importer indhold eller data i en arbejdsgang."
"{D977A9DF-B38D-490F-A490-CBA48AA37F09}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Package Generator/Toolbox/Create Anti-Package","__Short description","Create Anti-Package","Create an uninstall package before installation.","Lav en afinstallationspakke, før installation."
"{6D3D8082-455B-4523-B147-C76B03EA14A4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Context Menu/Purge Empty Libraries","__Short description","Purge Empty Libraries","Remove all empty script libraries.","Fjern alle tomme script biblioteker."
"{5945F6DC-A29D-4A8D-A29D-860693F08241}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Insert Item/Integration Point Libraries","__Short description","Integration Point Libraries","Launch a wizard to add more Integration Point Libraries to the module.","Kør guiden for at tilføje flere integrationspunktsbiblioteker til modulet."
"{5945F6DC-A29D-4A8D-A29D-860693F08241}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Content Editor/Insert Item/Integration Point Libraries","__Long description","Integration Point Libraries","Launch a wizard to add more Integration Point Libraries to the module.","Kør guiden for at tilføje flere integrationspunktsbiblioteker til modulet."
"{F52A5B18-6E32-42C3-9B6F-61B6BD113F13}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Format","__Short description","Format","Format the script text.","Formater scriptteksten."
"{DC057106-E746-42E3-9ADA-2A5215C00F85}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Scripts containing","__Short description","Scripts containing","Find all scripts containing the selected text.","Find alle scripts, hvor den valgte tekst indgår."
"{B3420EDE-DFA2-4D2D-96C3-D79ED56AF48A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Core/Platform/Internal/ISE Plugins/Snippet","__Short description","Snippet","Insert a snippet of common code.","Indsæt en stump almindelig kode."
"{374F14C6-867A-47F2-B5E2-E9A7224F33A0}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Index On Demand/Content Editor/Context Menu/Index this","__Short description","Index this","Update the search index with the selected item.","Opdater søgeindekset med det valgte element."
"{0CBA0962-ED5F-4D05-8560-849790209392}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Index On Demand/Content Editor/Context Menu/Index this and descendants","__Short description","Index this and descendants","Updated the search index with the selected item and its descendants.","Opdater søgeindekset med det valgte element og dets efterkommere."
"{721FDA95-893E-4704-8260-7A5C24E660F8}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Media Library Maintenance/Content Editor/Context Menu/Download","__Short description","Download","Download a compressed archive of the selected media.","Download et arkiv af det valgte medie."
"{0C430EA2-AB92-4BEF-9982-C559CF3E4DC2}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Context Menu/Edit Task Schedule","__Short description","Edit Task Schedule","Open a dialog to edit the scheduled task.","Åbn dialogboks for at redigere den programsate opgave."
"{D00BD134-EB15-41A7-BEF1-E6455C6BC9AC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Context Menu/Run Task Schedule","__Short description","Run Task Schedule","Trigger the scheduled task to run now.","Lad den programsate opgave køre nu."
"{38C2F540-8609-4050-A60A-D7A914F5798C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Maintenance/Task Management/Content Editor/Insert Item/PowerShell Scripted Task Schedule","__Short description","PowerShell Scripted Task Schedule","Create a new scheduled task using PowerShell.","Lav en ny programsat opgave med PowerShell."
"{29F0D26E-69AF-4A1D-B83B-58D3A9BB3B20}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Configuration Audit/Find all Sitecore PowerShell Commands","__Short description","Find all Sitecore PowerShell Commands","Find all commands included with Sitecore PowerShell Extensions.","Find alle kommandoer inkluderet i Sitecore PowerShell udvidelsen."
"{32CAFC20-4C63-4F60-B474-42145A5F1518}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Configuration Audit/Find Audit Trail from logs","__Short description","Find Audit Trail from logs","Find all audit entries in the default log file.","Find alle audit elementerne i standard log-filen."
"{783CAF2B-E77A-486C-AFD0-B33558CAC066}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Configuration Audit/Find site domain conflicts","__Short description","Find site domain conflicts","Identify possible host name conflicts between sites.","Identificer mulige hostnavne konflikter mellem sites."
"{8193727A-D008-4634-AE9D-6A2CBBF8C856}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Aliases","__Short description","Aliases","Audit all available aliases.","Auditer alle tilgængelige aliaser."
"{49C76CD6-5D9F-45B3-8799-84B9D0E59C1C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Broken Links","__Short description","Broken Links","Report on broken links filtered by version and scoped by a root item.","Rapporter brudte links filtreret via versioner og med udgangspunkt i et rod-element."
"{3BE04279-3707-4D78-ACC9-D1AFB33D19E6}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items have no publishable version","__Short description","Items have no publishable version","Report on items with no publishable version and scoped by a root item.","Rapporter elementer uden nogen publiserbare versioner og med udgangspunkt i et rod-element."
"{4842F9A8-5F78-41D6-ABC2-A33760F41718}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items last updated","__Short description","Items last updated","Report on items without an update in a certain number of days and scoped by a root item.","Rapporter på elementer uden en opdatering i et antal dage og med udgangspunkt i et rod-element."
"{33F7B3D5-C675-461E-83EF-1E08165725E0}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items scheduled to archive","__Short description","Items scheduled to archive","Report on items scheduled to be archived and scoped by a root item.","Rapporter på elementer programsat til at blive arkiveret og med udgangspunkt i et rod-element."
"{4E530464-6DEA-493B-B3B3-A85E88E2D5FC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items unpublished in one or more targets","__Short description","Items unpublished in one or more targets","Report on items that have not yet been published and scoped by a root item.","Rapporter på elementer som ikke er blevet publiceret og med udgangspunkt i et rod-element."
"{1478088D-E64E-4D8C-9828-6624AC644BED}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with active reminders","__Short description","Items with active reminders","Report on items set with an active reminder and scoped by a root item.","Rapporter på elementer med en arkiveringsreminder og med udgangspunkt i et rod-element."
"{4ADB96CA-9011-4888-9500-8E9A891CB0B3}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with aliases","__Short description","Items with aliases","Report on items configured with an alias and scoped by a root item.","Rapporter på elementer med et alias og med udgangspunkt i et rod-element."
"{C05DB55E-CAEF-40B8-9F46-7195339B51B7}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with security for an account","__Short description","Items with security for an account","Report on items where security is configured with a user and scoped by a root item.","Rapporter på elementer hvor sikkerheden er sat med en bruger og med udgangspunkt i et rod-element."
"{2CA02EFB-2BBA-43B5-B552-C5BB39D4CB91}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with security for domain","__Short description","Items with security for domain","Report on items where security is configured with users or roles from a specified domain.","Rapporter på elementer hvor sikkerheden er konfigureret med brugere eller roller fra et specifikt domæne."
"{701177E5-09EF-4B40-9E33-C12FA925EA46}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with template","__Short description","Items with template","Report on items inheriting from a specific template and scoped by a root item.","Rapporter på elementer som arver fra en specifik template og med udgangspunkt i et rod-element."
"{0C97AC4B-647F-4012-A11D-608A4BC39045}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Items with tokens in fields","__Short description","Items with tokens in fields","Report on items with a token in one of the fields and scoped by a root item.","Rapporter på elementer med en tolken i en af felterne og med udgangspunkt i et rod-element."
"{59E3E841-A68B-42D2-B52B-D0EFE822435A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Locked Items","__Short description","Locked Items","Report on items where any version is locked by a specific user and scoped by a root item.","Rapporter på elementer hvor en version er låst af en given bruger og med udgangspunkt i et rod-element."
"{53402CF4-BCFF-437D-83E6-B7A6D1BE2BAD}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Recent workflow history","__Short description","Recent workflow history","Report on all workflow history within the last two weeks.","Rapporter på workflow historikken indenfor de sidste to uger."
"{A068E625-4CB9-4BF9-BFED-F8D93225E6C9}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Content Audit/Stale workflow items","__Short description","Stale workflow items","Report on items where the workflow state has not changed in a certain number of days and scoped by a root item.","Rapporter på elementer hvor workflow status ikke er ændret i et antal dage og med udgangspunkt i et rod-element."
"{46137F1E-0987-4B6E-AE82-02B71F3BFCEF}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Database based media items","__Short description","Database based media items","Report on media items with binary data stored in the database.","Rapporter på media elementer med binær data gemt i databasen."
"{2C3337FF-E4D2-4281-A250-97383D75338F}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/File based media items","__Short description","File based media items","Report on media items with binary data stored in the filesystem.","Rapporter på media elementer med binær data gemt på filsystemet."
"{3C3CEE69-83B7-4629-A7A6-1A8145C3E101}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Image items with empty Alt field","__Short description","Image items with empty Alt field","Report on media items where the Alt field is empty.","Rapporter på media elementer hvor Alt-tekst feltet er tomt."
"{045A4653-131C-445C-8341-B8B9C448AD46}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items by size and type","__Short description","Media items by size and type","Report on media items larger than the specified size and with the indicated file extension","Rapporter på media elementer større end den angivne størrelse og med den angivne filtype"
"{649AA26D-8532-4CAF-94DC-3DAA4980811A}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items last updated","__Short description","Media items last updated","Report on media items without an update within a certain number of days.","Rapporter på mediaelementer uden en opdateringen indenfor et antal dage."
"{9052B33D-52DD-4C99-BE20-5D0ED2135ECF}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items not used by content items","__Short description","Media items not used by content items","Report on media items not referenced by any content items. Requires the Link Database to be up-to-date.","Rapporter på media elementer som ikke indgår i noget indholdselement. Kræver at linkdatabsen er opdateret."
"{0C204443-C3D1-4AB7-A79A-52180E76060C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items with obsolete versions","__Short description","Media items with obsolete versions","Report on media items with more than one version.","Rapporter på media elementer med mere end en version."
"{DF0FB7FB-C4EF-40AA-89BA-3DB8A7EC66B3}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items with warnings","__Short description","Media items with warnings","Report on media items with one or more validation warnings.","Rapporter på media elementer med en eller flere valideringsadvarsler."
"{6192B98A-E907-440B-9E46-15E09759DAD9}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Media items without associated files","__Short description","Media items without associated files","Report on media items that reference a missing file.","Rapporter på media elementer som refererer til en manglende fil."
"{1B9B69BB-9874-4418-89DF-C411E7A2E6CA}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Media Audit/Unused media items","__Short description","Unused media items","Report on media items that are not referenced by any other item. Requires the Link Database to be up-to-date.","Rapporter på media elementer der ikke bliver refereret til fra et andet element. Kræver at linkdatabasen er opdateret."
"{CA464755-FCD5-434B-A989-054C512E2DEE}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Apply security to roles rather than users","__Short description","Apply security to roles rather than users","Report on items where security is explicitly set for a user rather than a role. Filter by a root item.","Rapporter på elementer hvor sikkerheden er eksplict angivet for en bruger end for en rolle. Filtreret på et rod element."
"{E3BFF71B-2E1E-4DC4-BA01-7746F621CDAA}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Assign icons to templates","__Short description","Assign icons to templates","Report on items where no icon has been configured. Filter by a root item.","Rapporter på elementer hvor der ikke er sat ikon. Filtreret på et rod element."
"{8ECC55A1-B9D9-418F-9ECC-0D25BC59121F}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Break inheritance - do not deny","__Short description","Break inheritance - do not deny","Report on items where security is explicitly set to deny rather than breaking inheritance. Filter by a root item.","Rapporter på elementer hvor sikkerhed er eksplicit sat til at afvise end til at bryde nedarvningen. Filtreret på et rod element."
"{8ECC55A1-B9D9-418F-9ECC-0D25BC59121F}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Break inheritance - do not deny","__Display name","Break inheritance - do not deny","Break inheritance rather than explicitly deny access rights","Stop hellere nedarvning end eksplicit at afvise adgangsrettigheder"
"{4ED80E5E-F349-4642-BFCA-D52BD30EAF56}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many of each custom template is used","__Short description","How many of each custom template is used","Report on how many times a custom template is used.","Rapporter på hvor mange gange en brugerdefineret template er blevet brugt."
"{4ED80E5E-F349-4642-BFCA-D52BD30EAF56}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many of each custom template is used","__Display name","How many of each custom template is used","How many of each custom template is used?","Hvor mange gange er hver brugerdefineret template brugt?"
"{558614B3-03C1-4E7B-86DE-AB5508C990EF}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many of which field types are used","__Short description","How many of which field types are used","Report on how many times a field type is used by templates. Filter by a root item.","Rapporter på hvor mange gange en felttype er brugt af templates. Filtreret på et rod element."
"{558614B3-03C1-4E7B-86DE-AB5508C990EF}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many of which field types are used","__Display name","How many of which field types are used","How many of which field types are used?","Hvor mange af hvilke felttyper er brugt?"
"{2B6A200B-3752-4827-BCE9-40F4F5F4C8D4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many times is each rendering used","__Short description","How many times is each rendering used","Report on how many times a rendering is used.","Rapporter på hvor mange gange en redering er brugt."
"{2B6A200B-3752-4827-BCE9-40F4F5F4C8D4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/How many times is each rendering used","__Display name","How many times is each rendering used","How many times is each rendering used?","Hvor mange gange er hver redering brugt?"
"{DE79022D-391F-4EE5-AF89-22AA6A6FE311}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Image Fields","__Short description","Image Fields","Report on templates using an image field type. Filter by a root item.","Rapporter på templates som bruger en billedefelttype. Filtreret på et rod element."
"{DE79022D-391F-4EE5-AF89-22AA6A6FE311}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Image Fields","__Display name","Image Fields","Image Fields - define the source field to show the point in the media library that is relevant to the item being created","Billedefelter - definer kildefeltet for at vise hvor i mediebiblioteket det er relevant for elementet at blive skabt"
"{9BB0D6B2-8351-48DF-812F-BECDE518CA79}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Leverage the presentation component parameters","__Short description","Leverage the presentation component parameters","Report on renderings where no rendering parameters are used. Filter by a root item.","Rapporter på renderinger, hvor der ikke er nogen rederingsparametre er brugt. Filtret på en rod element."
"{410774B5-4162-43A1-8A0C-53CEFFB81638}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Limit number of versions","__Short description","Limit number of versions","Report on items with the number of versions exceeds the recommended limit. Filter by a root item.","Rapporter på elementer hvor antal versioner overstiger den anbefalede grænse. Filtret på en rod element."
"{410774B5-4162-43A1-8A0C-53CEFFB81638}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Limit number of versions","__Display name","Limit number of versions","Limit the number of versions of any item to the fewest possible","Begræns antal versioner af et hvert element til færrest mulige"
"{89EA962C-DA7D-4316-A492-CACA879CA5DC}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Limit the number of items under any given node","__Short description","Limit the number of items under any given node","Report on items where the children count exceeds the recommended limit. Filter by a root item.","Rapporter på elementer, hvor antal børn overstiger den anbefalede grænse. Filtret på en rod element."
"{2CB400D1-AEE0-437D-8ED7-590B33990F5C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Make good use of inheritance","__Short description","Make good use of inheritance","Report on templates inheriting directly from Standard Template. Filter by a root item.","Rapporter på templates som arver direkte fra standard templaten. Filtret på en rod element."
"{A008E2A4-625F-40A8-B476-AC798EEEB0A4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Standard Values define settings","__Short description","Standard Values define settings","Report on templates with no __Standard Values defined. Filter by a root item.","Rapporter på templates uden __Standard Values defineret. Filtret på en rod element."
"{A008E2A4-625F-40A8-B476-AC798EEEB0A4}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Standard Values define settings","__Display name","Standard Values define settings","Standard Values should define layout details, initial workflow, and insert options to a template.","Standardværdier skal definere layout detaljer, initiale workflows og indsætningsmuligheder på en template."
"{5EDE870F-3D48-4753-B763-77E511AC464C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/TreelistEx instead of Treelist for big trees","__Short description","TreelistEx instead of Treelist for big trees","Report on templates using Treelist instead of TreelistEx. Filter by a root item.","Rapporter på templates der bruger Treelist i stedet for TreelistEx. Filtreret på et rod element."
"{5EDE870F-3D48-4753-B763-77E511AC464C}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/TreelistEx instead of Treelist for big trees","__Display name","TreelistEx instead of Treelist for big trees","Use TreelistEx instead of Treelist when showing big trees","Brug TreelistEx istedet for Treelist når der vises store træer"
"{7AE883C7-E0DC-4C87-BF57-15558ADF1A2B}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Use special tree syntax","__Short description","Use special tree syntax","Report on templates which make use of a Link template field with no Source value configured. Filter by a root item.","Rapporter på templates som gør brug af et Link template felt, som ikke er nogen kilde-værdi konfigureret. Filtreret på et rod element."
"{7AE883C7-E0DC-4C87-BF57-15558ADF1A2B}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Use special tree syntax","__Display name","Use special tree syntax","Use source query to restrict the results on Treelists, DropTrees, and TreelistEx","Brug kildeforespørgsel til at begrænse resultaterne på Treelists, DropTrees og TreelistEX"
"{5E0F7528-C46F-417A-8402-FD0C2C6E482D}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Use the Help and Title for fields","__Short description","Use the Help and Title for fields","Report on templates with fields missing Help and Title text. Filter by a root item.","Rapporter på templates med felter, som mangler Hjælpe og titel tekst."
"{5E0F7528-C46F-417A-8402-FD0C2C6E482D}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Reporting/Content Reports/Reports/Solution Audit/Use the Help and Title for fields","__Display name","Use the Help and Title for fields","Use the Help and Title option in the individual field definition","Brug hjælp og titel muligheden i den individuelle felt definition"
"{1876D433-4FAE-46B2-B2EF-AAA0FDA110E7}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Authoring Instrumentation/Content Editor/Context Menu/Author Statistics","__Short description","Author Statistics","Report all of the items updated by each author, starting with the selected item.","Rapporter på elementer opdateret af hver enkelte redaktør, startende med det valgte element."
"{F8573830-393A-45B1-8856-DCCE48EB5E92}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Authoring Instrumentation/Content Editor/Context Menu/Publish My Items","__Short description","Publish My Items","Publish all items last updated by me, starting first with the selected item.","Publiser alle elementer opdateret af mig selv, startende med det valgte element."
"{20D867D5-584B-4494-99A8-0511667E9BEB}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Authoring Instrumentation/Content Editor/Context Menu/Recent Author Activity","__Short description","Recent Author Activity","Review items that have been modified by authors with a given time range.","Gennemse elementer som er blevet ændret af redaktørerne indenfor et givet tidsrum."
"{8E5FDEAE-4C9D-4A8B-A58B-A5D2C0CF9128}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Copy Renderings/Content Editor/Context Menu/Layout","__Short description","Layout","Copy and paste renderings from one item to another.","Kopier og indsæt rederinger fra et element til et andet."
"{D9572667-4EB7-4D57-B730-0B52B2094BB9}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Data Management/Toolbox/Data Management/Bulk Data Generator","__Short description","Bulk Data Generator","Generate test users and data in bulk.","Genere testbruger og data i en arbejdsgang."
"{469FAEB8-6FD3-42E8-B44F-4D4ACDA869E5}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Data Management/Toolbox/Data Management/Data Importer","__Short description","Data Importer","Import a file to add or updated items in bulk.","Importer en fil for at tilføje eller opdatere elementer i en arbejdsgang."
"{B15E5729-2E38-43F1-A725-CDD376F9E8C0}","/sitecore/system/Modules/PowerShell/Script Library/SPE/Tools/Data Management/Toolbox/Data Management/Find and Replace","__Short description","Find and Replace","Find items matching text and replace.","Find elementer som matcher teksten og erstat."
